type	px	py	v	yaw_angle	yaw_rate	vx	vy	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
L	11.3001	-1.37458	-2.72861	-1.53131	0.658307	-0.107707	2.72649	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.112489
R	11.2441	-1.21416	-2.73922	-1.43607	0.745646	-0.367942	2.7144	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	6.09278
L	11.2101	-1.0636	-2.73903	-1.38885	0.751035	-0.4956	2.69382	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.162016
R	11.0925	-0.905017	-2.76095	-1.24617	0.898022	-0.880621	2.61674	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	16.9106
L	11.0248	-0.758377	-2.76327	-1.18769	0.905503	-1.03293	2.56295	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.376006
R	10.9612	-0.618356	-2.76298	-1.13735	0.904271	-1.16047	2.50747	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.203563
L	10.8853	-0.476863	-2.76787	-1.08291	0.907475	-1.29746	2.44493	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.180259
R	10.7179	-0.36217	-2.80958	-0.920574	1.07665	-1.70082	2.23628	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	26.151
L	10.6178	-0.252962	-2.81063	-0.8597	1.08246	-1.8344	2.12947	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.223341
R	10.5251	-0.139717	-2.79873	-0.816389	1.05751	-1.91673	2.03937	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	1.04542
L	10.4036	-0.0490677	-2.78654	-0.746594	1.07064	-2.04533	1.89246	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.626829
R	10.2621	0.0392616	-2.79938	-0.655984	1.11529	-2.21837	1.70745	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	2.44566
L	10.1197	0.0990081	-2.78205	-0.575212	1.13721	-2.33435	1.51347	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	1.34588
R	9.97572	0.167453	-2.78591	-0.496998	1.15748	-2.44887	1.32829	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.753656
L	9.82071	0.202121	-2.77001	-0.409918	1.18313	-2.54053	1.10394	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	1.39006
R	9.7014	0.255028	-2.7289	-0.368899	1.14719	-2.54531	0.98401	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	6.22679
L	9.55531	0.275693	-2.71356	-0.288983	1.16706	-2.60104	0.773303	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.876173
R	9.41468	0.305434	-2.70682	-0.221743	1.1717	-2.64055	0.595311	9.56225	0.148577	9.4	0.15	-2.72659	0	0.56684
L	9.25969	0.295144	-2.69281	-0.131565	1.20006	-2.66953	0.353257	9.25348	0.150166	9.25	0.15	-2.72658	0	1.18511
R	9.11179	0.301819	-2.6877	-0.06099	1.20467	-2.68271	0.163822	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.174674
L	8.95881	0.291073	-2.6859	0.0165266	1.21617	-2.68554	-0.0443868	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.163097
R	8.8134	0.285855	-2.68964	0.0819246	1.21547	-2.68062	-0.220101	8.94634	0.26481	8.8	0.25	-2.72783	0	0.367493
L	8.66392	0.264914	-2.69091	0.152132	1.21847	-2.65983	-0.407796	8.64483	0.254352	8.65	0.25	-2.7278	0	0.0255172
R	8.51579	0.241511	-2.69672	0.216651	1.215	-2.63368	-0.579688	8.46866	0.251128	8.5	0.25	-2.72395	0	0.106114
L	8.37135	0.215478	-2.6988	0.275916	1.20682	-2.59672	-0.73523	8.35775	0.250149	8.35	0.25	-2.72395	0	0.0786372
R	8.22841	0.182565	-2.70692	0.331701	1.19433	-2.55937	-0.881513	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.452696
L	8.08342	0.13534	-2.71232	0.393218	1.18891	-2.50532	-1.03926	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.162582
R	7.91862	0.176698	-2.77733	0.358405	1.06824	-2.60085	-0.974235	7.74678	0.154598	7.85	0.15	-3.9992	0	26.3375
L	7.77326	0.129591	-2.79093	0.40726	1.06043	-2.56265	-1.10547	7.63715	0.143302	7.65	0.15	-3.99916	0	0.937492
R	7.66061	0.0500453	-2.77028	0.484853	1.09441	-2.45098	-1.29117	7.61982	0.157052	7.55	0.15	-1.99868	0	3.57738
L	7.52681	0.0226938	-2.77154	0.509064	1.06325	-2.42011	-1.35074	7.43926	0.160393	7.45	0.15	-1.99866	0	1.48282
R	7.37968	-0.0110184	-2.78042	0.525159	1.01207	-2.40574	-1.39396	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	2.504
L	7.23789	-0.0602816	-2.77955	0.557318	0.988572	-2.35894	-1.47014	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.9081
R	7.11889	-0.152339	-2.77101	0.625204	1.00932	-2.24686	-1.62177	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	1.22215
L	6.9902	-0.223138	-2.76804	0.664579	0.993777	-2.17893	-1.70713	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.432329
R	6.88157	-0.326783	-2.76198	0.731702	1.01294	-2.05502	-1.84538	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.705779
L	6.76854	-0.415091	-2.75611	0.776565	1.0033	-1.966	-1.93157	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.249041
R	6.66117	-0.509836	-2.75091	0.81933	0.98888	-1.87808	-2.01006	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.325182
L	6.55983	-0.610851	-2.74482	0.866388	0.982891	-1.7775	-2.09154	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.175207
R	6.47315	-0.735231	-2.74377	0.928634	0.99272	-1.64332	-2.19722	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.244557
L	6.3853	-0.871296	-2.75297	0.989479	0.997066	-1.51172	-2.30077	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.289091
R	6.38509	-1.08178	-2.77384	1.16466	1.16763	-1.09583	-2.5482	6.35624	-1.10001	6.35	-1.1	0	-2.99522	20.015
L	6.33894	-1.21715	-2.77552	1.22806	1.17184	-0.932754	-2.61409	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.0923146
R	6.31957	-1.39433	-2.79106	1.33845	1.23509	-0.642664	-2.71606	6.30992	-1.40686	6.35	-1.4	0	-2.72817	2.68339
L	6.29921	-1.54729	-2.78821	1.41208	1.24088	-0.440682	-2.75316	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.170273
R	6.30015	-1.71042	-2.7921	1.50208	1.26957	-0.191701	-2.78552	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.96776
L	6.30381	-1.86122	-2.78643	1.57606	1.27472	0.0146714	-2.78639	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.163364
R	6.29432	-2.0003	-2.77069	1.62015	1.23682	0.136686	-2.76732	6.38849	-2.02257	6.35	-2	0	-2.73154	1.53994
L	6.31399	-2.15031	-2.76738	1.69192	1.24118	0.334365	-2.7471	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.0795221
R	6.30891	-2.27378	-2.74822	1.71985	1.1921	0.408128	-2.71775	6.28921	-2.27735	6.35	-2.3	0	-2.99503	2.48664
L	6.33329	-2.41208	-2.75096	1.77966	1.19138	0.570397	-2.69117	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.0326139
R	6.37828	-2.56517	-2.76343	1.85921	1.2126	0.786004	-2.64929	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.759924
L	6.43082	-2.71343	-2.76699	1.92845	1.21394	0.968671	-2.59189	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.113545
R	6.48031	-2.85513	-2.76561	1.98767	1.20394	1.11981	-2.52876	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.162781
L	6.54582	-2.99517	-2.76836	2.05318	1.2024	1.28422	-2.45247	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.0296585
R	6.5923	-3.12716	-2.74037	2.08314	1.1482	1.34338	-2.3885	6.70928	-3.32749	6.55	-3.25	0	-3.63617	6.35764
L	6.6414	-3.28373	-2.76103	2.12255	1.12004	1.44729	-2.35131	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.02823
R	6.69975	-3.42072	-2.75778	2.16119	1.09129	1.53522	-2.29095	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.54164
L	6.75342	-3.57469	-2.77611	2.19171	1.05824	1.61508	-2.25794	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	2.06906
R	6.82258	-3.7048	-2.7663	2.22736	1.02934	1.68854	-2.19117	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	1.60913
L	6.9005	-3.8418	-2.77631	2.26677	1.01023	1.77999	-2.13062	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.624934
R	7.00055	-3.97168	-2.79039	2.31685	1.00308	1.89396	-2.04919	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.61654
L	7.06486	-4.12768	-2.80935	2.32988	0.957605	1.93355	-2.03809	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2.95545
R	7.13248	-4.2447	-2.76576	2.34379	0.907651	1.93128	-1.97979	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	10.13
L	7.19417	-4.39555	-2.77647	2.34931	0.861547	1.9497	-1.97672	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	2.5238
R	7.28221	-4.51874	-2.77172	2.3752	0.837228	1.99679	-1.92231	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	1.55766
L	7.33182	-4.67531	-2.77668	2.36466	0.780229	1.97996	-1.94672	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	3.70274
R	7.43872	-4.80333	-2.80542	2.3997	0.775692	2.06812	-1.89558	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	3.38416
L	7.49824	-4.96456	-2.81347	2.38608	0.718534	2.04797	-1.9291	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	3.41045
R	7.57317	-5.07548	-2.79762	2.39666	0.690824	2.05663	-1.89657	7.32687	-5.26205	7.4	-5.3	0.999994	-3	2.49728
L	7.61841	-5.23663	-2.80651	2.36931	0.628032	2.01035	-1.95831	7.46174	-5.44979	7.45	-5.45	0.999999	-3	4.16832
R	7.70479	-5.35468	-2.78964	2.38233	0.604433	2.02345	-1.92035	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	1.99817
L	7.77414	-5.50836	-2.79435	2.37008	0.558644	2.00316	-1.94827	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	2.08633
R	7.86163	-5.62598	-2.77314	2.37895	0.533453	2.00501	-1.91579	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	3.21839
L	7.91486	-5.792	-2.7752	2.34962	0.475075	1.94942	-1.97522	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	3.27808
R	8.0018	-5.90872	-2.76074	2.35851	0.456401	1.95665	-1.94762	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	1.31342
L	8.0694	-6.05517	-2.76006	2.34385	0.417176	1.92742	-1.9756	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	1.4725
R	8.17931	-6.16904	-2.79943	2.36921	0.426658	2.00509	-1.95357	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	6.76378
L	8.24216	-6.312	-2.80346	2.34934	0.385791	1.96871	-1.99589	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	1.62973
R	8.31981	-6.42456	-2.76228	2.34697	0.357382	1.93512	-1.97117	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	8.50786
L	8.38463	-6.56959	-2.75885	2.32766	0.319172	1.89435	-2.00566	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	1.44354
R	8.47036	-6.68589	-2.74693	2.33124	0.304512	1.8933	-1.99023	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	1.04974
L	8.52027	-6.84356	-2.74305	2.29735	0.254999	1.82219	-2.05035	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	2.33067
R	8.63127	-6.97071	-2.7718	2.31291	0.259942	1.87332	-2.04292	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	3.19049
L	8.68417	-7.13167	-2.77164	2.27842	0.21239	1.80164	-2.1062	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	2.00839
R	8.77557	-7.25366	-2.7697	2.28217	0.204191	1.80826	-2.09796	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.229323
L	8.84414	-7.39216	-2.76641	2.26648	0.178098	1.77302	-2.12355	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.67228
R	8.92831	-7.5027	-2.77209	2.27248	0.176926	1.78941	-2.1172	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	1.039
L	8.97283	-7.65113	-2.77296	2.23838	0.135305	1.71672	-2.17766	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	1.58156
R	9.03651	-7.7743	-2.74453	2.22333	0.108799	1.66649	-2.18065	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	3.60655
L	9.07623	-7.94444	-2.74801	2.17935	0.0605611	1.57097	-2.25468	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	2.0542
R	9.12572	-8.07342	-2.71412	2.1531	0.0242024	1.49264	-2.26682	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	5.36665
L	9.16503	-8.22083	-2.70693	2.12178	-0.00733463	1.41714	-2.30634	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	1.24884
R	9.2284	-8.35094	-2.69896	2.11042	-0.0196185	1.38677	-2.31544	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.485269
L	9.26952	-8.5002	-2.69677	2.08107	-0.0466895	1.31716	-2.35323	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.751657
R	9.35551	-8.62756	-2.71623	2.09546	-0.0220939	1.36061	-2.35088	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	4.15776
L	9.4048	-8.78157	-2.72167	2.07018	-0.044741	1.30337	-2.3893	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.508768
R	9.47124	-8.91535	-2.72076	2.06351	-0.0491714	1.28697	-2.39712	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.0596287
L	9.51261	-9.07519	-2.72819	2.03352	-0.0747078	1.21784	-2.44129	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.676625
R	9.57369	-9.20314	-2.73463	2.02926	-0.0736253	1.21026	-2.45223	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.290016
L	9.61003	-9.35313	-2.74455	2.00181	-0.0956453	1.14664	-2.49354	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.66338
R	9.63596	-9.49558	-2.71699	1.96055	-0.142871	1.03234	-2.51322	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	5.8572
L	9.6788	-9.64333	-2.71925	1.9416	-0.153242	0.985351	-2.53444	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.108372
R	9.70417	-9.78529	-2.70079	1.90647	-0.187956	0.889654	-2.55006	9.63311	-9.79216	9.65	-9.8	0	-2.73054	2.37923
L	9.72574	-9.93869	-2.7019	1.87602	-0.206829	0.811944	-2.57701	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.386038
R	9.78169	-10.0642	-2.71324	1.88558	-0.178882	0.840046	-2.57992	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.20218
L	9.80293	-10.2072	-2.7178	1.86031	-0.193844	0.775908	-2.60469	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.263471
R	9.85001	-10.3503	-2.72272	1.85641	-0.183925	0.767115	-2.61242	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.317413
L	9.88174	-10.5027	-2.72718	1.83801	-0.191367	0.720108	-2.63039	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0930085
R	9.8935	-10.6493	-2.71253	1.80019	-0.227413	0.616789	-2.64147	9.8617	-10.6917	9.85	-10.7	0	-2.72718	2.18423
L	9.90352	-10.8091	-2.71873	1.76987	-0.243586	0.537661	-2.66504	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.323173
R	9.90336	-10.9549	-2.70487	1.72977	-0.277932	0.428194	-2.67077	9.75887	-10.887	9.85	-11	0	-2.72395	1.66029
L	9.90833	-11.1122	-2.70975	1.70135	-0.289734	0.352751	-2.68669	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.181942
R	9.91835	-11.2612	-2.70789	1.67737	-0.299897	0.288036	-2.69253	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.129008
L	9.91081	-11.4191	-2.7128	1.6451	-0.314057	0.201388	-2.70531	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.267239
R	9.91636	-11.5705	-2.71311	1.62235	-0.321377	0.139817	-2.7095	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.183566
L	9.89992	-11.7262	-2.71607	1.58922	-0.335274	0.0500504	-2.71561	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.280167
R	9.88019	-11.8609	-2.70951	1.55113	-0.363365	-0.0532963	-2.70899	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.808112
L	9.84482	-12.0091	-2.71824	1.51158	-0.382051	-0.160878	-2.71347	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.600746
R	9.717	-12.1502	-2.68546	1.36386	-0.553356	-0.551775	-2.62817	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	28.5427
L	9.65631	-12.2906	-2.68241	1.31554	-0.570003	-0.677303	-2.59549	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.737021
R	9.59251	-12.4301	-2.67963	1.25932	-0.602363	-0.821219	-2.55069	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.783885
L	9.4987	-12.5733	-2.68622	1.19688	-0.627825	-0.981168	-2.50062	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	1.42585
R	9.36714	-12.6836	-2.68031	1.07617	-0.747725	-1.27235	-2.35907	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	10.2488
L	9.27262	-12.7962	-2.68131	1.02069	-0.76355	-1.40174	-2.28573	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0.756805
R	9.15298	-12.9086	-2.68134	0.932727	-0.825428	-1.59713	-2.15378	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	2.58695
L	9.04184	-13.0151	-2.67862	0.873403	-0.838142	-1.72026	-2.05321	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.643271
R	8.84157	-13.0886	-2.69113	0.698102	-1.01598	-2.06157	-1.72976	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	22.0235
L	8.71169	-13.1627	-2.68264	0.629919	-1.02858	-2.16778	-1.58029	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.897265
R	8.58936	-13.2303	-2.6829	0.564902	-1.04556	-2.26609	-1.43625	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.442372
L	8.45084	-13.2901	-2.68668	0.497824	-1.05719	-2.36058	-1.28293	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.764119
R	8.25184	-13.2928	-2.71104	0.329705	-1.21579	-2.56502	-0.877737	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	18.9286
L	8.12622	-13.3082	-2.69346	0.260486	-1.22778	-2.60259	-0.693699	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	1.35237
R	7.99168	-13.3462	-2.68449	0.208758	-1.20465	-2.62621	-0.556348	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	0.818618
L	7.84648	-13.3549	-2.67531	0.134096	-1.21469	-2.6513	-0.357674	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.537472
R	7.6711	-13.331	-2.69381	0.0132648	-1.28744	-2.69358	-0.0357319	7.57824	-13.1345	7.65	-13.25	-3.62957	0	4.85147
L	7.51284	-13.3143	-2.6948	-0.0679736	-1.29602	-2.68858	0.183034	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.445396
R	7.37254	-13.31	-2.68505	-0.1219	-1.27101	-2.66513	0.326499	7.33241	-13.2718	7.3	-13.25	-2.7301	0	0.769621
L	7.21447	-13.2788	-2.69186	-0.198961	-1.27516	-2.63875	0.532048	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.443256
R	7.07537	-13.2566	-2.67931	-0.250138	-1.24662	-2.59593	0.66323	6.97467	-13.1643	7	-13.25	-2.72703	0	1.36757
L	6.92283	-13.2205	-2.68942	-0.316325	-1.24131	-2.55599	0.836616	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.304967
R	6.78308	-13.1728	-2.69088	-0.382813	-1.23944	-2.49611	1.00513	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.0787708
L	6.63505	-13.1231	-2.70247	-0.444184	-1.22981	-2.44023	1.16131	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.392587
R	6.49987	-13.0485	-2.7052	-0.515778	-1.23254	-2.35328	1.33423	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.445395
L	6.35404	-12.989	-2.72059	-0.569614	-1.21537	-2.29103	1.46723	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.756545
R	6.23126	-12.9276	-2.70058	-0.610907	-1.18053	-2.21212	1.54908	6.09711	-13.0021	6.1	-13	-2.73	0.910004	2.33218
L	6.0843	-12.8688	-2.71946	-0.650922	-1.15246	-2.1634	1.64778	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	1.40861
R	5.97639	-12.814	-2.69972	-0.68048	-1.11783	-2.09842	1.69858	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	2.62157
L	5.8356	-12.7572	-2.72288	-0.70709	-1.0846	-2.07009	1.76885	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	1.98269
R	5.7212	-12.6718	-2.7156	-0.753453	-1.06902	-1.98057	1.85791	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.61288
L	5.58465	-12.5871	-2.73276	-0.789969	-1.04422	-1.9235	1.94117	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	1.05122
R	5.4781	-12.4802	-2.73055	-0.842397	-1.03667	-1.81766	2.03765	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	0.402433
L	5.35217	-12.3889	-2.74216	-0.875125	-1.01129	-1.75746	2.10495	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	0.786949
R	5.25299	-12.2744	-2.74951	-0.928224	-1.01067	-1.64766	2.20114	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	0.501929
L	5.11432	-12.1887	-2.76607	-0.941754	-0.96757	-1.62747	2.23662	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	2.03897
R	5.02615	-12.0871	-2.73351	-0.974614	-0.941439	-1.53483	2.26194	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	4.03049
L	4.91726	-11.9818	-2.73925	-1.00302	-0.918097	-1.47304	2.30946	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	0.53927
R	4.83219	-11.8417	-2.77186	-1.06166	-0.931406	-1.35107	2.4203	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	4.31159
L	4.7299	-11.725	-2.77895	-1.08868	-0.906999	-1.28847	2.4622	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	0.57793
R	4.66737	-11.5993	-2.74652	-1.13151	-0.896318	-1.16806	2.48576	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	5.5762
L	4.58505	-11.4795	-2.74562	-1.16164	-0.878038	-1.09231	2.51899	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	0.351339
R	4.50957	-11.3226	-2.7938	-1.20901	-0.877457	-0.988851	2.61295	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	7.78268
L	4.45954	-11.1748	-2.79583	-1.25886	-0.878679	-0.858059	2.66091	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	0.0198872
R	4.44238	-11.045	-2.74756	-1.31805	-0.893743	-0.687065	2.66027	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	7.7092
L	4.39416	-10.9092	-2.74464	-1.35512	-0.882439	-0.587369	2.68105	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	0.156362
R	4.39385	-10.7639	-2.71483	-1.4247	-0.908827	-0.395205	2.68591	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	4.71674
L	4.38607	-10.6191	-2.70944	-1.4804	-0.91527	-0.244577	2.69838	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	0.15401
R	4.36516	-10.4842	-2.71926	-1.51497	-0.900393	-0.151741	2.71503	4.45256	-10.5332	4.45	-10.5	0	3.00113	0.902273
L	4.38212	-10.3448	-2.71777	-1.57491	-0.915192	0.0111763	2.71774	4.44692	-10.3512	4.45	-10.35	0	3.00113	0.249024
R	4.40049	-10.2025	-2.71717	-1.63483	-0.93152	0.173868	2.7116	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	0.806161
L	4.44794	-10.0589	-2.71959	-1.70668	-0.955664	0.368403	2.69452	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	0.699881
R	4.47307	-9.92166	-2.72252	-1.7563	-0.956052	0.50214	2.67581	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	0.165361
L	4.53874	-9.77958	-2.72874	-1.83027	-0.980077	0.700109	2.6374	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	0.883047
R	4.65319	-9.63566	-2.7218	-1.95867	-1.0757	1.02944	2.51961	4.60255	-9.4741	4.7	-9.65	0.910924	1.82187	7.80025
L	4.71982	-9.50365	-2.71872	-2.0219	-1.08028	1.18524	2.44676	4.74425	-9.53907	4.75	-9.55	0.910928	1.82186	0.0956012
R	4.75147	-9.36651	-2.71853	-2.04096	-1.0278	1.23159	2.42355	4.78405	-9.35872	4.8	-9.4	0.908038	2.72411	1.78167
L	4.83363	-9.23737	-2.71879	-2.10467	-1.03433	1.38352	2.34045	4.87523	-9.25457	4.85	-9.25	0.908033	2.7241	0.111374
R	4.88817	-9.10287	-2.71927	-2.13298	-0.996329	1.44947	2.30076	4.92663	-9.02336	4.95	-9.1	1.81851	2.72776	1.04639
L	4.98564	-8.97724	-2.7246	-2.19631	-1.0029	1.59528	2.20873	5.04624	-8.96378	5.05	-8.95	1.81852	2.72777	0.211125
R	5.04148	-8.84275	-2.72315	-2.20943	-0.946101	1.62327	2.18644	5.1055	-8.72095	5.15	-8.8	1.8165	2.72476	2.38695
L	5.15656	-8.71584	-2.7386	-2.2723	-0.952315	1.76741	2.09193	5.26299	-8.64398	5.25	-8.65	1.8165	2.72475	0.869632
R	5.27127	-8.60679	-2.74359	-2.33953	-0.971199	1.90741	1.97207	5.34134	-8.5519	5.35	-8.55	1.82159	1.8216	0.329926
L	5.38707	-8.49395	-2.75303	-2.395	-0.971018	2.02075	1.86969	5.43218	-8.43885	5.45	-8.45	1.82157	1.82157	0.26076
